NUM_POSTE,NOM_USUEL,LAT,LON,ALTI,AAAAMMJJ,RR,QRR,TN,QTN,HTN,QHTN,TX,QTX,HTX,QHTX,TM,QTM,TNTXM,QTNTXM,TAMPLI,QTAMPLI,TNSOL,QTNSOL,TN50,QTN50,DG,QDG,FFM,QFFM,FF2M,QFF2M,FXY,QFXY,DXY,QDXY,HXY,QHXY,FXI,QFXI,DXI,QDXI,HXI,QHXI,FXI2,QFXI2,DXI2,QDXI2,HXI2,QHXI2,FXI3S,QFXI3S,DXI3S,QDXI3S,HXI3S,QHXI3S,DRR,QDRR
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210702,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210703,6.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210704,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210706,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210708,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210811,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210812,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210815,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210816,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210819,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210821,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210822,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210825,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210826,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210827,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210828,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210829,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210830,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210903,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210905,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210911,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210912,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210916,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210918,20.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210929,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20210930,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211002,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211006,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211009,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211017,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211020,6.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211022,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211023,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211024,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211031,7.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211102,7.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211103,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211106,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211111,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211114,6.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211116,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211123,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211127,5.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211201,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211202,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211205,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211213,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211215,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211217,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211219,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211222,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211223,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211228,14.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211230,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20211231,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220101,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220102,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220105,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220106,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220108,7.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220109,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220110,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220116,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220119,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220120,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220122,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220126,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220127,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220129,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220203,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220206,5.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220207,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220208,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220209,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220210,2.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220211,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220212,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220214,4.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220215,4.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220217,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220218,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220226,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220227,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220306,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220308,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220309,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220310,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220311,6.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220312,11.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220319,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220320,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220322,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220324,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220325,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220327,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220328,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220329,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220404,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220406,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220408,3.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220410,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220417,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220418,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220424,8.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220425,4.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220426,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220501,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220507,7.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220510,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220515,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220516,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220518,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220519,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220521,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220522,4.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220523,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220525,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220526,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220527,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3005002,ARCHIGNAT-SPC,46.332500,2.385833,557,20220529,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
